,address,betta,factor,intercept,ctp_number,heatstation,unom
487,"15-я Парковая ул., д. 29, к. 1",42.34917245061399,-0.006034260673344474,0.154465531709688,04-07-0604/027,ТЭЦ №23,18912
488,"15-я Парковая ул., д. 29, к. 2",42.34917245061399,-0.005588008498724106,0.1478019124594532,04-07-0604/027,ТЭЦ №23,18913
489,"15-я Парковая ул., д. 33, к. 1",42.34917245061399,-0.006023808287960807,0.1408564425970411,04-07-0604/026,ТЭЦ №23,18917
490,"15-я Парковая ул., д. 33, к. 2",42.34917245061399,-0.005352078711119312,0.1336069237328922,04-07-0604/026,ТЭЦ №23,18918
491,"16-я Парковая ул., д. 10",45.55258942872398,-0.01052239087011609,0.2087070750379282,04-07-0604/087,ТЭЦ №23,18986
492,"16-я Парковая ул., д. 14",45.55258942872398,-0.007420895279543697,0.1671018824966385,04-07-0604/087,ТЭЦ №23,18990
493,"16-я Парковая ул., д. 16, к. 1",43.310197544046986,-0.006577378468385868,0.1248867693176723,04-07-0604/191,ТЭЦ №23,18991
494,"16-я Парковая ул., д. 16, к. 3",45.01868659903898,-0.008383044747747204,0.1532485321956995,04-07-0604/191,ТЭЦ №23,18989
495,"16-я Парковая ул., д. 18",45.445808862786976,-0.01115479097194533,0.2197471024796986,04-07-0604/087,ТЭЦ №23,18995
496,"16-я Парковая ул., д. 19, к. 1",45.55258942872398,-0.007458979892611951,0.154462908500484,04-07-0601/040,ТЭЦ №23,18996
497,"16-я Парковая ул., д. 19, к. 3",45.445808862786976,-0.0110134227845707,0.2340166324345737,04-07-0601/040,ТЭЦ №23,18998
498,"16-я Парковая ул., д. 2",42.562733582487986,-0.004628824240214979,0.1112095681546141,04-07-0601/048,ТЭЦ №23,18983
499,"16-я Парковая ул., д. 23",47.077415910304325,-0.01318457691321806,0.3285172290255995,04-07-0604/086,ТЭЦ №23,19000
500,"16-я Парковая ул., д. 25, к. 1",42.21035771489589,-0.004245780698502276,0.1126650634701168,04-07-0604/086,ТЭЦ №23,19001
501,"16-я Парковая ул., д. 27",48.00106780565937,-0.01327209175863483,0.3281494977785794,04-07-0604/086,ТЭЦ №23,19003
502,"16-я Парковая ул., д. 29, к. 1",42.21035771489589,-0.003847636978308553,0.1012264864397965,04-07-0604/086,ТЭЦ №23,19004
503,"16-я Парковая ул., д. 6",45.55258942872398,-0.006826536626826932,0.1879468956852351,04-07-0604/087,ТЭЦ №23,18984
504,"9-я Парковая ул., д. 14А",41.17458622530699,-0.002455938739426207,0.05190397834244532,04-07-0604/112,ТЭЦ №23,18720
505,"9-я Парковая ул., д. 16, к. 1",41.70848905499199,-0.005648816398714409,0.1362358722590247,04-07-0604/112,ТЭЦ №23,18722
506,"9-я Парковая ул., д. 18",42.34917245061399,-0.002953140631423933,0.07041564350514384,04-07-0604/112,ТЭЦ №23,18724
507,"9-я Парковая ул., д. 2",41.890016017084896,-0.002832609410452674,0.08161431326042014,04-07-0604/066-1,ТЭЦ №23,18707
508,"9-я Парковая ул., д. 4",41.83662573411639,-0.002389844644730335,0.07207437126690487,04-07-0604/066-1,ТЭЦ №23,18709
509,"9-я Парковая ул., д. 6",45.55258942872398,-0.00647622785555468,0.1960361971528471,04-07-0604/102,ТЭЦ №23,18714
510,"9-я Парковая ул., д. 8",45.865242925787506,-0.008653581256245543,0.2093319630035697,04-07-0604/102,ТЭЦ №23,18716
511,"Верхняя Первомайская ул., д. 63, к. 1",42.733582487987185,-0.004628460851718381,0.1282990716746483,04-07-0604/021,ТЭЦ №23,19253
512,"Верхняя Первомайская ул., д. 63, к. 2",42.733582487987185,-0.004934952101952889,0.1346621279414617,04-07-0604/021,ТЭЦ №23,19254
513,"Верхняя Первомайская ул., д. 65, к. 1",42.733582487987185,-0.003732510084979822,0.1064495412872036,04-07-0604/021,ТЭЦ №23,19255
514,"Верхняя Первомайская ул., д. 65, к. 2",42.733582487987185,-0.003909019103070034,0.1105795529408733,04-07-0604/021,ТЭЦ №23,19256
515,"Верхняя Первомайская ул., д. 69, к. 1",42.733582487987185,-0.005030714140255975,0.1374683530571701,04-07-0604/022,ТЭЦ №23,19257
516,"Верхняя Первомайская ул., д. 69, к. 2",42.733582487987185,-0.003981007725434064,0.114958018476991,04-07-0604/022,ТЭЦ №23,19258
517,"Верхняя Первомайская ул., д. 71, к. 1",42.733582487987185,-0.00330400816220365,0.1033487452420495,04-07-0604/022,ТЭЦ №23,19259
518,"Верхняя Первомайская ул., д. 71, к. 2",42.733582487987185,-0.00521965472759531,0.1435175205635925,04-07-0604/022,ТЭЦ №23,19260
519,"Измайловский б-р, д. 48",45.65936999466097,-0.009801853079887837,0.1859236287003746,04-07-0604/196,ТЭЦ №23,8626
520,"Измайловский б-р, д. 56",45.87293112653497,-0.01146482317730022,0.2087763643489548,04-07-0604/196,ТЭЦ №23,8632
521,"Измайловский б-р, д. 60/10",49.39668980245595,-0.01437327595070235,0.3817150263527658,04-07-0604/042,ТЭЦ №23,8636
522,"Измайловский б-р, д. 66",41.82594767752269,-0.002941491241546238,0.08706742299973678,04-07-0604/036,ТЭЦ №23,8640
523,"Измайловский б-р, д. 72",42.34917245061399,-0.004929811855651584,0.1395761130224596,04-07-0601/098,ТЭЦ №23,8646
524,"Измайловский б-р, д. 73",42.77629471436199,-0.004181960979495389,0.0710005523753336,04-07-0604/090,ТЭЦ №23,8605
525,"Измайловский б-р, д. 75",42.77629471436199,-0.00505182015918939,0.09220526175595317,04-07-0604/090,ТЭЦ №23,8649
526,"Измайловский б-р, д. 77",42.77629471436199,-0.005777329668557188,0.1046181259833657,04-07-0604/090,ТЭЦ №23,8650
527,"Измайловский пр-т, д. 113",51.105178857447946,-0.005319806169551832,0.09173958550318632,04-05-0603/043,ТЭЦ №23,8710
528,"Измайловский пр-т, д. 117/1",42.24239188467699,-0.005437690132660317,0.1051173873220541,04-07-0604/158,ТЭЦ №23,8712
529,"Измайловский пр-т, д. 119",42.24239188467699,-0.005452757557676603,0.09487738001744249,04-07-0604/158,ТЭЦ №23,8713
530,"Нижняя Первомайская ул., д. 23",41.70848905499199,-0.003672495434617568,0.07529293802730215,04-07-0604/112,ТЭЦ №23,19275
531,"Нижняя Первомайская ул., д. 24",47.47463961558996,-0.0137662275367988,0.2975811880155532,04-07-0604/161,ТЭЦ №23,19276
532,"Нижняя Первомайская ул., д. 25",41.815269620928994,-0.003322353169581457,0.08074209753094068,04-07-0604/112,ТЭЦ №23,19277
533,"Нижняя Первомайская ул., д. 29",45.01868659903898,-0.01037597993646706,0.2359970537670149,04-07-0604/112,ТЭЦ №23,19278
534,"Нижняя Первомайская ул., д. 33",48.11532301121196,-0.01550238545399497,0.329351498366405,04-07-0604/161,ТЭЦ №23,19279
535,"Нижняя Первомайская ул., д. 41",43.58995194874532,-0.008346724721818294,0.161179723344935,04-07-0604/053,ТЭЦ №23,19280
536,"Нижняя Первомайская ул., д. 42",44.48478376935398,-0.009216337963544114,0.1507973442175161,04-07-0604/052,ТЭЦ №23,19281
537,"Нижняя Первомайская ул., д. 44",43.52375867592098,-0.004186455947053898,0.1487114470026476,04-07-0604/052,ТЭЦ №23,19282
538,"Нижняя Первомайская ул., д. 45",48.969567538707956,-0.01362755620137672,0.2631828031580432,04-07-0604/053,ТЭЦ №23,19283
539,"Нижняя Первомайская ул., д. 46Б",41.922050186865995,-0.004494147610790912,0.09008637321550791,04-07-0604/052,ТЭЦ №23,19284
540,"Нижняя Первомайская ул., д. 48/8",45.15750133475707,-0.006615356064134784,0.1618544420248811,04-07-0604/057,ТЭЦ №23,31612
541,"Нижняя Первомайская ул., д. 48/9",42.63747997864389,-0.00550170526601087,0.1460553973436308,04-07-0604/057,ТЭЦ №23,19286
542,"Нижняя Первомайская ул., д. 50",43.74799786438868,-0.006169373417625783,0.1425934746309621,04-07-0604/057,ТЭЦ №23,31759
543,"Нижняя Первомайская ул., д. 53",56.55098772023492,-0.03124083228008019,0.6480981784140458,04-07-0604/174,ТЭЦ №23,19287
544,"Нижняя Первомайская ул., д. 54",43.769353977576074,-0.006604082360871367,0.1477105029137349,04-07-0604/057,ТЭЦ №23,31982
545,"Нижняя Первомайская ул., д. 56/7",45.15750133475707,-0.007491260409344867,0.173430761281713,04-07-0604/057,ТЭЦ №23,31613
546,"Нижняя Первомайская ул., д. 59",55.69674319273892,-0.02220241761533437,0.5801852498231692,04-07-0604/186,ТЭЦ №23,19289
547,"Нижняя Первомайская ул., д. 64",43.68392952482648,-0.005917178412449688,0.1027263112510011,04-07-0604/194,ТЭЦ №23,19326
548,"Первомайская ул., д. 100",52.2776294714362,-0.01667480293955891,0.403499223444597,04-07-0604/174,ТЭЦ №23,19211
549,"Первомайская ул., д. 105",51.63908168713294,-0.003813110436253866,0.08842858600080582,04-07-0604/186,ТЭЦ №23,19212
550,"Первомайская ул., д. 106",52.81366791243993,-0.02059344061328113,0.4350000348572464,04-07-0604/174,ТЭЦ №23,19213
551,"Первомайская ул., д. 107",41.954084356647094,-0.003007168324468601,0.08805809892061925,04-07-0604/054,ТЭЦ №23,19214
552,"Первомайская ул., д. 107А",45.200213561131875,-0.006192572456231737,0.2098423501905183,04-07-0604/054,ТЭЦ №23,19215
553,"Первомайская ул., д. 109/2",44.05766150560598,-0.007617588567240968,0.1963185834375317,04-07-0604/044,ТЭЦ №23,19216
554,"Первомайская ул., д. 110",51.63908168713294,-0.01907789481475414,0.493751671276758,04-07-0604/186,ТЭЦ №23,19217
555,"Первомайская ул., д. 113",43.203416978109985,-0.004954346026877702,0.1432267415312409,04-07-0604/040,ТЭЦ №23,19218
556,"Первомайская ул., д. 115",42.77629471436199,-0.004633957325411665,0.1148674348459825,04-07-0604/040,ТЭЦ №23,19220
557,"Первомайская ул., д. 116",50.667378537106245,-0.01801085636811691,0.4759975579422775,04-07-0604/186,ТЭЦ №23,19221
558,"Первомайская ул., д. 117",43.41697810998398,-0.005498289982650477,0.1598156774364718,04-07-0604/040,ТЭЦ №23,19222
559,"Первомайская ул., д. 119",43.235451147891084,-0.004805563186473866,0.2112853250470911,04-07-0601/098,ТЭЦ №23,19224
560,"Первомайская ул., д. 121",43.05392418579818,-0.003932372604539829,0.1414609686556574,04-07-0601/098,ТЭЦ №23,19225
561,"Первомайская ул., д. 74",44.62359850507208,-0.007878182104682673,0.1744809271802029,04-07-0604/112,ТЭЦ №23,19194
562,"Первомайская ул., д. 76",42.98985584623598,-0.006711712451121583,0.1638189137007243,04-07-0604/112,ТЭЦ №23,19195
563,"Первомайская ул., д. 80",42.562733582487986,-0.004539801615040927,0.1050653234507522,04-07-0604/112,ТЭЦ №23,19197
564,"Первомайская ул., д. 82",44.59156433529098,-0.007227499134682202,0.1551077067768306,04-07-0604/161,ТЭЦ №23,19199
565,"Первомайская ул., д. 86/18",43.265093432995194,-0.00622519360558525,0.1613162762135072,04-07-0604/053,ТЭЦ №23,19201
566,"Первомайская ул., д. 88",45.232247730912974,-0.007735481540990637,0.2281233283335356,04-07-0604/053,ТЭЦ №23,19203
567,"Первомайская ул., д. 92",43.60918312867058,-0.006029352543035444,0.1116496914910987,04-07-0604/053,ТЭЦ №23,19206
568,"Первомайская ул., д. 94",45.232247730912974,-0.007677136165053776,0.2316151264125276,04-07-0604/053,ТЭЦ №23,19207
569,"Первомайская ул., д. 94А",40.9076348104645,-0.001864427997430777,0.04069088700358951,04-07-0604/053,ТЭЦ №23,19208
570,"Сиреневый б-р, д. 64/31",43.310197544046986,-0.004956520443461397,0.1263157916255133,04-07-0604/030,ТЭЦ №23,23796
571,"Средняя Первомайская ул., д. 13",47.581420181526966,-0.0152060188778202,0.282350043502651,04-07-0604/196,ТЭЦ №23,19301
572,"Средняя Первомайская ул., д. 17",47.581420181526966,-0.01504242371423993,0.2852550698566571,04-07-0604/196,ТЭЦ №23,19303
573,"Средняя Первомайская ул., д. 21",43.203416978109985,-0.002910567705223778,0.0735559391291384,04-07-0604/196,ТЭЦ №23,19306
574,"Средняя Первомайская ул., д. 23",42.13561131873999,-0.006410518652468016,0.1889121736915022,04-07-0604/196,ТЭЦ №23,19307
575,"Средняя Первомайская ул., д. 27",42.039508809396686,-0.003026932860419664,0.09206066855116798,04-07-0604/041,ТЭЦ №23,19309
576,"Средняя Первомайская ул., д. 29",42.01815269620929,-0.003750296872167388,0.1168110138841684,04-07-0604/041,ТЭЦ №23,19310
577,"Средняя Первомайская ул., д. 31",41.70848905499199,-0.005377542465588845,0.1272137673258706,04-07-0604/040,ТЭЦ №23,19311
578,"Средняя Первомайская ул., д. 33",42.02883075280299,-0.003176945508374004,0.09180536696635344,04-07-0604/040,ТЭЦ №23,19312
579,"Средняя Первомайская ул., д. 36",43.310197544046986,-0.00649579593825936,0.1196186637357491,04-07-0604/197,ТЭЦ №23,19314
580,"Средняя Первомайская ул., д. 38/7",45.445808862786976,-0.01174732934489355,0.225759620813237,04-07-0604/197,ТЭЦ №23,19316
581,"Средняя Первомайская ул., д. 42/6",43.52375867592098,-0.004829398401101139,0.159311037388199,04-07-0604/044,ТЭЦ №23,19317
582,"Средняя Первомайская ул., д. 44",43.43833422317139,-0.005051187536688983,0.1338646562787914,04-07-0604/044,ТЭЦ №23,19318
583,"Средняя Первомайская ул., д. 46",43.52375867592098,-0.003734164913964149,0.1296820163736727,04-07-0604/044,ТЭЦ №23,19319
584,"Средняя Первомайская ул., д. 48, к. 1",42.22103577148958,-0.003129581990259904,0.0865684135467852,04-07-0604/040,ТЭЦ №23,19320
585,"Средняя Первомайская ул., д. 48, к. 2",42.22103577148958,-0.002252562343017368,0.06277656956055694,04-07-0604/040,ТЭЦ №23,19323
586,"Средняя Первомайская ул., д. 50, к. 1",42.22103577148958,-0.0042642063123372,0.1092448170872871,04-07-0604/040,ТЭЦ №23,19321
587,"Средняя Первомайская ул., д. 50, к. 2",42.22103577148958,-0.002248008002742631,0.06040273920077056,04-07-0604/040,ТЭЦ №23,19322
588,"Средняя Первомайская ул., д. 52",41.121195942338495,-0.002023492525227027,0.05349091695191999,04-07-0604/040,ТЭЦ №23,19324
589,"Главная ул., д. 5А",42.06620395088094,-0.004236395834863277,0.08128716640012346,04-06-0601/054-4,ТЭЦ №23,2504332
591,"Главная ул., д. 9А",46.30005339028297,-0.003376962001060674,0.06739750762019157,04-06-0601/054-4,ТЭЦ №23,2105189
592,"пос. Акулово, д. 17",40.64068339562199,-0.001065560100792167,0.02319908442882846,03-09-315,КТС Акулово,2105192
593,"пос. Акулово, д. 26А",42.13561131873999,-0.002031628029697189,0.04501806141008788,03-09-315,КТС Акулово,2105208
594,"пос. Акулово, д. 27",40.576615056059794,-0.0006247324989273267,0.01378991159184973,03-09-315,КТС Акулово,2501326
595,"пос. Акулово, д. 43А",42.66951414842499,-0.005507018406042634,0.116926853274594,03-09-315,КТС Акулово,2105210
596,"ул. 9 Мая, д. 13",40.961025093432994,-0.002606508020880794,0.06374214577006786,04-06-0601/054-5,ТЭЦ №23,2134082
597,"ул. 9 Мая, д. 16",44.09503470368393,-0.004664898918103269,0.07461142099063348,04-06-0601/054-5,ТЭЦ №23,2134083
598,"Главная ул., д. 19",43.203416978109985,-0.005158805597193592,0.1242411984876132,04-06-0601/054-2,ТЭЦ №23,5487
599,"Главная ул., д. 19А",46.08649225840897,-0.01086033931330384,0.2601975966414422,04-06-0601/054-2,ТЭЦ №23,5488
600,"Главная ул., д. 21",43.203416978109985,-0.005181252535568865,0.1158017387318933,04-06-0601/054-2,ТЭЦ №23,5490
601,"Главная ул., д. 23",43.844100373731976,-0.00293012908577107,0.1174227398599597,04-06-0601/054-2,ТЭЦ №23,5492
602,"Главная ул., д. 25",43.844100373731976,-0.006286414692041496,0.1502182385323569,04-06-0601/054-2,ТЭЦ №23,5494
603,"Главная ул., д. 27",45.445808862786976,-0.0087985162269845,0.1936799452599647,04-06-0601/054-2,ТЭЦ №23,5495
604,"пос. Акулово, д. 13",42.05018686599039,-0.004475313352472418,0.08864601843453598,03-09-315,КТС Акулово,312
605,"пос. Акулово, д. 15",42.05018686599039,-0.004001358611738707,0.08357828124426289,03-09-315,КТС Акулово,314
606,"пос. Акулово, д. 22",44.27122263747998,-0.004863698462569836,0.1073833535832245,03-09-315,КТС Акулово,316
607,"пос. Акулово, д. 24",43.844100373731976,-0.008791840224946541,0.1767975219058867,03-09-315,КТС Акулово,317
608,"пос. Акулово, д. 9",40.89268553123332,-0.001896846438019103,0.03758754528240159,03-09-315,КТС Акулово,309
609,"ул. 9 Мая, д. 23",47.581420181526966,-0.01177403294786779,0.2421513972547707,04-06-0601/054-1,ТЭЦ №23,61144
610,"ул. 9 Мая, д. 26",46.94073678590496,-0.01349474340609888,0.3327808561414873,04-06-0601/054-1,ТЭЦ №23,6346
611,"ул. 9 Мая, д. 28",47.64548852108916,-0.0121397685635482,0.2497236559905139,04-06-0601/054-1,ТЭЦ №23,6347
612,"Алтайская ул., д. 10А",43.41697810998398,-0.01400368715945849,0.3395133650967563,04-06-0601/009,ТЭЦ №23,2109301
613,"Алтайская ул., д. 13",43.203416978109985,-0.0084416339171203,0.135530129634385,04-06-0615/001,ТЭЦ №23,2400569
614,"Алтайская ул., д. 13А",40.928990923651895,-0.002854063781735478,0.05257112555920401,04-06-0615/043,ТЭЦ №23,2600053
615,"Алтайская ул., д. 26А",41.87933796049119,-0.01650315777801006,0.2261678111643656,04-06-0601/026,ТЭЦ №23,2400667
616,"Алтайская ул., д. 29А",42.34917245061399,-0.00408286796701559,0.1082729673254598,04-06-0601/050,ТЭЦ №23,2109237
617,"Алтайская ул., д. 2А",42.06086492258409,-0.003783521512689883,0.09338636991808875,04-06-0615/032,ТЭЦ №23,2114457
618,"Алтайская ул., д. 34А",42.66951414842499,-0.00402048683430881,0.08395396043441009,04-06-0601/074,ТЭЦ №23,2109227
619,"Алтайская ул., д. 6А",42.13561131873999,-0.002857877996716936,0.08193431881170182,04-06-0601/008,ТЭЦ №23,2114454
620,"Амурская ул., д. 12",42.05018686599039,-0.002643890155565829,0.08377401096346877,04-06-0603/033,ТЭЦ №23,2114444
621,"Амурская ул., д. 18",42.07154297917779,-0.003998582665983727,0.1037718356351525,20-06-0603/025,ТЭЦ №23,2600968
622,"Амурская ул., д. 21",41.035771489588896,-0.003052745872324792,0.06718018552964522,04-06-0601/096,ТЭЦ №23,2404852
623,"Амурская ул., д. 25А",42.541377469300585,-0.004657271331893962,0.1174590476437915,04-06-0601/001,ТЭЦ №23,2109314
624,"Амурская ул., д. 38",42.05018686599039,-0.00380850035696932,0.08462865755581499,04-06-0603/029,ТЭЦ №23,2114466
625,"Амурская ул., д. 6",41.87933796049119,-0.005774428742918727,0.1124689552471405,04-06-0603/033,ТЭЦ №23,2114432
626,"Амурская ул., д. 60",46.30005339028297,-0.008195230281634599,0.2088706159780971,04-06-0621/007,ТЭЦ №23,2114458
627,"Амурская ул., д. 64А",42.05018686599039,-0.004106745521314919,0.1033262597108672,04-06-0601/002,ТЭЦ №23,2114465
628,"Амурская ул., д. 72",41.153230112119594,-0.001568755731777526,0.05290940825085527,04-06-0601/002,ТЭЦ №23,2109268
629,"Байкальская ул., д. 28А",42.05872931126535,-0.002947135503869945,0.08106288962279175,04-06-0601/006,ТЭЦ №23,2114461
630,"Байкальская ул., д. 44",41.922050186865995,-0.01050372357161734,0.1877337163184026,04-06-0601/012,ТЭЦ №23,2114470
631,"Байкальская ул., д. 46, к. 1",44.07901761879338,-0.00127979318140288,0.03476531210872005,04-06-0601/027,ТЭЦ №23,1262
632,"Байкальская ул., д. 46А",42.06620395088094,-0.004800503095533776,0.1033110155860113,04-06-0601/114,ТЭЦ №23,2600002
633,"Байкальская ул., д. 49А",42.13561131873999,-0.002074230048924565,0.05256500595283468,04-06-0601/023,ТЭЦ №23,2114451
634,"Камчатская ул., д. 10",41.922050186865995,-0.00848211288889705,0.1962646560351063,04-06-0601/031,ТЭЦ №23,2114474
635,"Камчатская ул., д. 13",41.28136679124399,-0.002597068316719315,0.04997984127424172,04-06-0601/064,ТЭЦ №23,2109224
636,"Камчатская ул., д. 23",41.28136679124399,-0.002887369287017367,0.06519944693492397,04-06-0601/079,ТЭЦ №23,2400167
637,"Камчатская ул., д. 2А",42.562733582487986,-0.004643246761200318,0.09688580441897808,04-06-0601/037,ТЭЦ №23,2109230
638,"Камчатская ул., д. 6",41.922050186865995,-0.009082489017581614,0.1993537184969555,04-06-0601/035,ТЭЦ №23,2114472
639,"Камчатская ул., д. 8",41.922050186865995,-0.01205869829144344,0.2375911602234437,04-06-0601/031,ТЭЦ №23,2114467
640,"Красноярская ул., д. 17А",42.66951414842499,-0.005092185752277927,0.1096671691981869,04-06-0601/045,ТЭЦ №23,2109226
641,"Красноярская ул., д. 9А",42.24239188467699,-0.00374130140807205,0.09378947507754877,04-06-0601/050,ТЭЦ №23,2109232
642,"Новосибирская ул., д. 3",43.534436732514685,-0.001545094202714378,0.03524656956537933,04-06-0601/017,ТЭЦ №23,16877
643,"Новосибирская ул., д. 3А",43.41697810998398,-0.01295554747064956,0.2701813732708921,04-06-0601/066,ТЭЦ №23,2109303
644,"Новосибирская ул., д. 8А",41.922050186865995,-0.01497642864003689,0.2519505833298643,04-06-0601/060,ТЭЦ №23,2114447
645,"Сахалинская ул., д. 4А",42.13561131873999,-0.003392642251041193,0.0700724163643137,04-06-0601/031,ТЭЦ №23,2114475
646,"Сахалинская ул., д. 6",41.70848905499199,-0.004429530994571402,0.09449474190555436,04-06-0601/031,ТЭЦ №23,2114476
647,"Уральская ул., д. 19",41.87933796049119,-0.01000948767663639,0.2275391176712179,04-06-0601/024,ТЭЦ №23,2114464
649,"Уральская ул., д. 19А",42.34917245061399,-0.001657477368903516,0.04029662335757175,04-06-0615/042,ТЭЦ №23,2405077
650,"Уральская ул., д. 23",43.203416978109985,-0.005169878424722585,0.1208629536980777,04-06-0615/008,ТЭЦ №23,2109225
651,"Уральская ул., д. 6",41.70848905499199,-0.003882210246830206,0.0881334869598066,04-06-0601/007,ТЭЦ №23,2114439
652,"Уссурийская ул., д. 1",42.13561131873999,-0.003237119537569213,0.07731823202820598,04-06-0601/037,ТЭЦ №23,2114473
653,"Уссурийская ул., д. 12",41.922050186865995,-0.008774267207007247,0.1772516699528074,04-06-0615/002,ТЭЦ №23,2114427
654,"Уссурийская ул., д. 8А",42.24239188467699,-0.004290903621261828,0.1157676867703942,04-06-0615/005,ТЭЦ №23,2109231
655,"Уссурийская ул., д. 9А",43.096636412172984,-0.004697094267295357,0.09507985948950573,04-06-0601/031,ТЭЦ №23,2114468
656,"Хабаровская ул., д. 12",42.562733582487986,-0.004910356256091626,0.09721953635083934,04-06-0601/051,ТЭЦ №23,2115254
657,"Хабаровская ул., д. 18А",41.922050186865995,-0.007218536863389579,0.1664370459656372,04-06-0601/052,ТЭЦ №23,2114490
658,"Хабаровская ул., д. 18А, стр. 1",41.922050186865995,-0.01137999922569559,0.1738937870480938,04-06-0601/052,ТЭЦ №23,2114489
659,"Хабаровская ул., д. 4А",42.66951414842499,-0.01121127992827069,0.332342169443214,04-06-0601/073,ТЭЦ №23,2114459
660,"Хабаровская ул., д. 8А",42.45595301655099,-0.008058250814519195,0.2288605648494784,04-06-0601/068,ТЭЦ №23,2114488
661,"Хабаровская ул., д. 8Б",40.9503470368393,-0.002181408652735875,0.04131760512785247,04-06-0601/121,ТЭЦ №23,2600586
662,"Черницынский пр., д. 6",42.02883075280299,-0.003521947750926452,0.09462599073372552,04-06-0601/024,ТЭЦ №23,2114446
663,"Чусовская ул., д. 6",42.24239188467699,-0.003343252667866255,0.07840222791018417,04-06-0601/012,ТЭЦ №23,2109228
664,"Чусовская ул., д. 9",41.70848905499199,-0.004861536325150797,0.0754664248236403,04-06-0601/032,ТЭЦ №23,2109311
665,"Щёлковское ш., д. 29А",43.52375867592098,-0.01069075753158848,0.2363842132351181,04-06-0603/029,ТЭЦ №23,2114453
667,"Щёлковское ш., д. 77А",41.815269620928994,-0.00180715780473839,0.05002776295113606,04-06-0601/011,ТЭЦ №23,2114477
668,"Щёлковское ш., д. 79А",41.922050186865995,-0.01371437010923591,0.2070330932597715,04-06-0601/016,ТЭЦ №23,2114450
669,"Щёлковское ш., д. 91",42.34917245061399,-0.002674663779799595,0.05976365613126516,04-06-0601/063,ТЭЦ №23,2109229
670,"Щёлковское ш., д. 91, стр. 2",40.64068339562199,-0.002298119119189769,0.06290336574492364,04-06-0601/116,ТЭЦ №23,2600033
671,"Алтайская ул., д. 10",48.00854244527496,-0.0142089539618674,0.2368962898883061,04-06-0601/009,ТЭЦ №23,371
672,"Алтайская ул., д. 14",41.65509877202349,-0.005250176518309002,0.1141474390716654,04-06-0601/009,ТЭЦ №23,373
673,"Алтайская ул., д. 15",43.844100373731976,-0.009139535031420176,0.1678871040070548,04-06-0615/002,ТЭЦ №23,374
674,"Алтайская ул., д. 16",42.77629471436199,-0.00632230686539161,0.1481314072273758,04-06-0601/009,ТЭЦ №23,375
675,"Алтайская ул., д. 18",47.48531767218366,-0.01681319452402342,0.3899507567034488,04-06-0601/010,ТЭЦ №23,378
676,"Алтайская ул., д. 19",43.844100373731976,-0.008999683729194024,0.1701115939063911,04-06-0615/001,ТЭЦ №23,379
677,"Алтайская ул., д. 2",48.17939135077416,-0.01714430347938017,0.4124940281717501,04-06-0615/032,ТЭЦ №23,364
678,"Алтайская ул., д. 20",43.63053924185798,-0.01064125504967674,0.1757249094251884,04-06-0601/097,ТЭЦ №23,240006
679,"Алтайская ул., д. 22",42.77629471436199,-0.00559152069356317,0.1336659131445493,04-06-0601/026,ТЭЦ №23,380
680,"Алтайская ул., д. 24",42.77629471436199,-0.003649185604895492,0.09514284382163748,04-06-0601/026,ТЭЦ №23,381
681,"Алтайская ул., д. 25",46.40683395621997,-0.0111319518270036,0.254365519430012,04-06-0601/051,ТЭЦ №23,382
682,"Алтайская ул., д. 26",50.35771489588895,-0.01800884133113499,0.4549232856987153,04-06-0601/026,ТЭЦ №23,383
683,"Алтайская ул., д. 32",47.79498131340097,-0.01294661756137272,0.3023907914508013,04-06-0601/068,ТЭЦ №23,388
684,"Алтайская ул., д. 33/7",52.538174052322475,-0.02009158597681981,0.3936386067104429,04-06-0601/078,ТЭЦ №23,389
685,"Алтайская ул., д. 34",53.988254137746935,-0.03119339816605269,0.674461726394603,04-06-0601/074,ТЭЦ №23,240003
686,"Алтайская ул., д. 4",60.82968499733049,-0.03333483778503876,0.5847828667961635,04-06-0615/004,ТЭЦ №23,64010
687,"Алтайская ул., д. 5",43.63053924185798,-0.008321312261235008,0.1441299906588241,04-06-0615/003,ТЭЦ №23,365
688,"Алтайская ул., д. 6",41.65509877202349,-0.00432631363802359,0.1074856208313152,04-06-0601/008,ТЭЦ №23,366
689,"Алтайская ул., д. 7",46.83395621996796,-0.01807610876494931,0.3062129636702201,04-06-0615/003,ТЭЦ №23,367
690,"Алтайская ул., д. 8",41.77255739455419,-0.003367569792652266,0.08407690534700853,04-06-0601/008,ТЭЦ №23,368
691,"Алтайская ул., д. 9, к. 1",47.581420181526966,-0.0169848290475759,0.3241329299403798,04-06-0615/003,ТЭЦ №23,369
692,"Амурская ул., д. 14",43.88681260010678,-0.006535465230877209,0.1953493452074122,04-06-0603/033,ТЭЦ №23,526
693,"Амурская ул., д. 20",43.88681260010678,-0.006742624184115279,0.1814726483365299,04-06-0603/033,ТЭЦ №23,528
694,"Амурская ул., д. 23, к. 1",42.402562733582485,-0.002446037210542211,0.08920613450470799,04-06-0601/001,ТЭЦ №23,534
695,"Амурская ул., д. 23, к. 2",42.18900160170848,-0.003407801247833075,0.120474367861736,04-06-0601/001,ТЭЦ №23,535
696,"Амурская ул., д. 23, к. 3",42.34917245061399,-0.002664524846203487,0.0862764218688118,04-06-0601/001,ТЭЦ №23,536
